Account,Date,Transaction_Type,Transaction_Amount,Wallet_Impact,Balance,Recipient_Number,Is_Fraud
USER_10,2025-07-01 20:12:00,Send Money,0,0.0,999.77,001-512-282-6679x7296,0
USER_9,2025-07-01 20:14:00,Withdraw,0,0.0,998.1,+1-671-640-4823,0
USER_2,2025-07-01 20:16:00,Buy Goods,2,-0.0,1002.28,(864)600-4653x20344,0
USER_8,2025-07-01 20:18:00,Pay Bill,0,-0.0,990.97,774-889-0189x622,1
USER_1,2025-07-01 20:18:00,Deposit,4,0.01,998.93,945-351-2459x3818,1
USER_1,2025-07-01 20:18:00,Buy Goods,0,-0.0,998.92,444.204.7795,1
USER_7,2025-07-01 20:24:00,Withdraw,3,-0.0,996.56,692.527.9758x41730,0
USER_7,2025-07-01 20:24:00,Pay Bill,0,0.0,996.56,266-824-6007x57054,1
USER_2,2025-07-01 20:28:00,Withdraw,0,0.0,1002.28,299-860-1504,1
USER_8,2025-07-01 20:30:00,Withdraw,0,0.0,990.97,(499)264-2911x7136,1
USER_3,2025-07-01 20:30:00,Withdraw,0,-0.0,1011.97,001-932-798-5243x411,1
USER_4,2025-07-01 20:32:00,Send Money,3,0.03,999.52,(638)939-1741x12321,1
USER_10,2025-07-01 20:38:00,Deposit,0,-0.0,999.77,001-941-639-4343x4810,1
USER_3,2025-07-01 20:42:00,Pay Bill,38,-0.11,1011.86,264.816.1364,0
USER_4,2025-07-01 20:44:00,Pay Bill,0,-0.0,999.52,001-807-513-2588x091,1
USER_9,2025-07-01 20:44:00,Pay Bill,0,0.0,998.1,444.883.7512x67320,0
USER_10,2025-07-01 20:46:00,Send Money,0,0.0,999.77,+1-571-224-9265x64270,1
USER_4,2025-07-01 20:56:00,Withdraw,11,0.12,999.64,001-380-464-1767x6962,0
USER_8,2025-07-01 20:56:00,Deposit,0,-0.0,990.97,332.492.8796x63374,1
USER_9,2025-07-01 20:58:00,Deposit,111,-0.25,997.85,986.499.9792x100,0
USER_1,2025-07-01 21:02:00,Buy Goods,0,-0.0,998.93,567.352.1758x84334,0
USER_6,2025-07-01 21:06:00,Send Money,0,0.0,1006.05,709.847.9752x87613,1
USER_2,2025-07-01 21:08:00,Pay Bill,0,0.0,1002.28,(437)251-0467,1
USER_2,2025-07-01 21:08:00,Deposit,0,-0.0,1002.28,(885)763-7350x13728,0
USER_7,2025-07-01 21:18:00,Deposit,0,0.0,996.56,224.603.3849x7959,1
USER_7,2025-07-01 21:20:00,Withdraw,0,-0.0,996.56,001-315-722-9335,0
USER_9,2025-07-01 21:24:00,Deposit,0,0.0,997.85,688.464.3608x5369,0
USER_10,2025-07-01 21:26:00,Deposit,0,-0.0,999.77,917-436-1989x83148,1
USER_9,2025-07-01 21:30:00,Send Money,0,0.0,997.85,001-405-818-3591x410,0
USER_7,2025-07-01 21:30:00,Pay Bill,0,0.0,996.56,+1-377-594-3479x32037,1
USER_9,2025-07-01 21:36:00,Send Money,0,-0.0,997.85,668-873-4007x990,0
USER_7,2025-07-01 21:48:00,Deposit,22,0.1,996.66,+1-315-928-1247,0
USER_4,2025-07-01 21:52:00,Send Money,208,2.33,1001.97,(939)299-1500x724,0
USER_7,2025-07-01 21:56:00,Deposit,0,-0.0,996.66,425-596-2523,1
USER_8,2025-07-01 21:58:00,Withdraw,0,-0.0,990.97,(907)666-8737x6339,0
USER_3,2025-07-01 21:58:00,Send Money,1,-0.01,1011.85,233.930.9302x892,0
USER_10,2025-07-01 22:00:00,Withdraw,1,0.0,999.77,6569588541,0
USER_9,2025-07-01 22:00:00,Buy Goods,0,-0.0,997.85,001-872-802-6579x652,1
USER_3,2025-07-01 22:02:00,Deposit,22,-0.06,1011.79,573-522-3949x3058,0
USER_4,2025-07-01 22:06:00,Withdraw,14,-0.13,1001.84,+1-892-638-1956x9710,0
USER_10,2025-07-01 22:06:00,Pay Bill,0,-0.0,999.77,806-462-5073x3908,1
USER_1,2025-07-01 22:08:00,Withdraw,3,-0.04,998.89,001-357-265-9162,1
USER_4,2025-07-01 22:10:00,Buy Goods,13,-0.15,1001.69,331-721-0423,0
USER_5,2025-07-01 22:10:00,Withdraw,1,-0.0,999.79,398-907-1609,0
USER_1,2025-07-01 22:10:00,Withdraw,0,-0.0,999.17,(733)796-5789,0
USER_1,2025-07-01 22:10:00,Send Money,24,0.28,999.17,(819)855-9439x258,0
USER_6,2025-07-01 22:12:00,Withdraw,0,0.0,1006.05,899.504.5460x52178,0
USER_3,2025-07-01 22:12:00,Deposit,19,-0.28,1011.51,764-920-9680,1
USER_7,2025-07-01 22:18:00,Send Money,8,-0.02,996.64,764-399-1914,1
USER_7,2025-07-01 22:18:00,Send Money,0,-0.0,996.64,(444)764-0970x8926,1
USER_1,2025-07-01 22:18:00,Deposit,5,-0.07,999.1,783.303.4989x66035,1
USER_2,2025-07-01 22:22:00,Buy Goods,0,0.0,1002.28,234-425-4673x66401,1
USER_7,2025-07-01 22:22:00,Buy Goods,1,-0.01,996.63,831-380-6631x444,0
USER_3,2025-07-01 22:24:00,Deposit,0,-0.0,1011.51,333-242-2463x6180,0
USER_6,2025-07-01 22:24:00,Buy Goods,0,-0.0,1006.05,+1-564-399-4778x51428,0
USER_3,2025-07-01 22:28:00,Pay Bill,13,0.15,1011.66,(868)408-9333,0
USER_10,2025-07-01 22:30:00,Send Money,0,-0.0,999.77,(453)859-3121,0
USER_3,2025-07-01 22:30:00,Pay Bill,9,-0.07,1011.59,(682)917-1455,1
USER_2,2025-07-01 22:32:00,Buy Goods,0,-0.0,1002.28,(987)471-1612,1
USER_7,2025-07-01 22:34:00,Withdraw,1,-0.01,996.62,860.267.7079x1025,0
USER_5,2025-07-01 22:34:00,Deposit,0,0.0,999.79,+1-429-850-8138x785,1
USER_5,2025-07-01 22:40:00,Pay Bill,46,-0.3,999.49,+1-737-711-5277,1
USER_7,2025-07-01 22:44:00,Buy Goods,0,0.0,996.62,+1-390-654-0877,0
USER_7,2025-07-01 22:48:00,Deposit,2,0.01,996.63,9014503435,0
USER_5,2025-07-01 22:50:00,Send Money,3,0.02,999.51,784.355.9701x19461,1
USER_1,2025-07-01 22:50:00,Buy Goods,1,-0.01,999.09,835-767-8194,0
USER_2,2025-07-01 22:52:00,Send Money,5,-0.07,1002.21,+1-544-459-2986x718,0
USER_5,2025-07-01 22:52:00,Pay Bill,0,0.0,999.51,001-676-336-6728,0
USER_4,2025-07-01 22:54:00,Buy Goods,70,0.83,1002.52,474.638.4165,0
USER_5,2025-07-01 22:54:00,Send Money,0,-0.0,999.51,(466)622-6460x200,1
USER_9,2025-07-01 22:56:00,Pay Bill,0,-0.0,997.85,(652)839-7548,1
USER_9,2025-07-01 22:56:00,Send Money,0,0.0,997.85,+1-662-205-1013x063,1
USER_10,2025-07-01 22:56:00,Deposit,53,-0.24,999.53,651-216-2331x8664,1
USER_8,2025-07-01 22:58:00,Buy Goods,8,0.09,991.06,(259)365-2804x3067,0
USER_7,2025-07-01 22:58:00,Withdraw,6,0.02,996.65,(966)445-5669x16092,1
USER_1,2025-07-01 23:00:00,Withdraw,0,-0.0,999.09,(450)752-1407,1
USER_6,2025-07-01 23:04:00,Deposit,8,0.02,1006.07,001-227-725-6646x440,1
USER_5,2025-07-01 23:04:00,Buy Goods,0,0.0,999.51,5246763379,1
USER_2,2025-07-01 23:04:00,Send Money,29,0.2,1002.41,+1-971-859-1720x1939,1
USER_10,2025-07-01 23:12:00,Pay Bill,2,0.0,999.53,319-772-6753,1
USER_5,2025-07-01 23:14:00,Withdraw,1,-0.01,999.5,(636)449-5656x050,1
USER_4,2025-07-01 23:18:00,Withdraw,1,-0.0,1002.52,+1-892-952-9740,0
USER_8,2025-07-01 23:18:00,Pay Bill,33,0.55,991.61,+1-232-689-5874x959,0
USER_6,2025-07-01 23:18:00,Pay Bill,0,0.0,1006.07,6373148460,0
USER_7,2025-07-01 23:20:00,Deposit,1,-0.0,996.65,4677840778,1
USER_10,2025-07-01 23:22:00,Withdraw,0,-0.0,999.53,+1-392-445-3084x379,1
USER_8,2025-07-01 23:26:00,Withdraw,0,0.0,991.61,001-847-201-1266x14316,1
USER_6,2025-07-01 23:28:00,Deposit,1,-0.01,1006.06,(488)672-8460x126,1
USER_1,2025-07-01 23:28:00,Deposit,0,0.0,999.09,(971)903-1112,1
USER_7,2025-07-01 23:28:00,Deposit,0,-0.0,996.65,233.289.9070x344,0
USER_6,2025-07-01 23:32:00,Send Money,0,-0.0,1006.06,+1-433-241-6282x41524,1
USER_2,2025-07-01 23:32:00,Send Money,3,-0.04,1002.37,+1-661-867-5954x8933,0
USER_2,2025-07-01 23:36:00,Send Money,0,0.0,1002.37,893-544-0987,1
USER_7,2025-07-01 23:38:00,Deposit,2,-0.01,996.64,001-620-250-4356x295,1
USER_1,2025-07-01 23:38:00,Send Money,1,0.0,999.09,969-859-9561,0
USER_9,2025-07-01 23:38:00,Withdraw,0,0.0,997.85,001-996-785-1733x44597,0
USER_2,2025-07-01 23:40:00,Buy Goods,39,0.82,1003.19,001-694-666-2770x294,0
USER_7,2025-07-01 23:40:00,Deposit,1,0.01,996.65,2152466477,1
USER_8,2025-07-01 23:44:00,Pay Bill,0,0.0,991.61,4227754084,1
USER_6,2025-07-01 23:46:00,Pay Bill,1,-0.01,1006.05,773-822-1579x213,1
USER_6,2025-07-01 23:46:00,Buy Goods,0,0.0,1006.05,558.275.4827x940,1
USER_8,2025-07-01 23:50:00,Deposit,45,0.47,992.08,001-299-481-1379x39850,0
USER_6,2025-07-01 23:50:00,Withdraw,6,-0.11,1005.94,444.236.3175x0163,1
USER_8,2025-07-01 23:52:00,Buy Goods,0,0.0,992.08,+1-775-693-1925,1
USER_10,2025-07-01 23:54:00,Pay Bill,1,-0.01,999.52,+1-826-990-6268,0
USER_6,2025-07-02 00:00:00,Deposit,19,0.38,1006.32,+1-487-739-3961x8589,1
USER_4,2025-07-02 00:00:00,Buy Goods,6,-0.07,1002.45,(708)295-7862,1
USER_3,2025-07-02 00:02:00,Withdraw,0,-0.0,1011.59,+1-751-412-9340x5761,1
USER_1,2025-07-02 00:04:00,Pay Bill,26,-0.22,998.87,6289434471,0
USER_6,2025-07-02 00:10:00,Deposit,0,-0.0,1006.32,+1-626-250-5963x81084,1
USER_2,2025-07-02 00:10:00,Withdraw,2,-0.02,1003.17,(785)800-0965x67187,0
USER_2,2025-07-02 00:12:00,Deposit,15,0.06,1003.23,9966487420,0
USER_1,2025-07-02 00:12:00,Send Money,3,-0.04,998.83,419.335.9296,0
USER_7,2025-07-02 00:12:00,Withdraw,3,0.04,996.69,233-692-5839,1
USER_4,2025-07-02 00:12:00,Withdraw,0,0.0,1002.45,(695)832-9813,0
USER_5,2025-07-02 00:12:00,Deposit,0,0.0,999.5,(936)549-0848,0
USER_2,2025-07-02 00:16:00,Buy Goods,7,-0.08,1003.15,(404)994-6964,1
USER_9,2025-07-02 00:20:00,Withdraw,1,0.01,997.86,709-232-8318,0
USER_5,2025-07-02 00:20:00,Buy Goods,0,-0.0,999.5,6147813380,0
USER_2,2025-07-02 00:26:00,Pay Bill,3,-0.01,1002.94,001-211-804-3061x3846,1
USER_2,2025-07-02 00:26:00,Send Money,20,-0.2,1002.95,(668)874-7862x184,1
USER_4,2025-07-02 00:28:00,Withdraw,0,0.0,1002.45,001-406-941-6248,0
USER_8,2025-07-02 00:30:00,Deposit,0,0.0,992.08,+1-436-492-3129x0669,1
USER_8,2025-07-02 00:30:00,Deposit,4,-0.02,992.06,+1-620-886-6309x4004,1
USER_8,2025-07-02 00:34:00,Deposit,1,-0.01,992.05,(622)648-3825x472,1
USER_4,2025-07-02 00:34:00,Send Money,2,0.03,1002.48,729.414.6901,1
USER_10,2025-07-02 00:36:00,Buy Goods,22,-0.35,999.17,564-740-8418,0
USER_9,2025-07-02 00:36:00,Deposit,0,-0.0,997.86,738.627.3807x9232,1
USER_5,2025-07-02 00:36:00,Deposit,0,-0.0,999.5,2098570980,1
USER_6,2025-07-02 00:36:00,Deposit,0,0.0,1006.32,+1-474-367-1673x461,1
USER_8,2025-07-02 00:38:00,Buy Goods,28,0.14,992.19,665-665-0422x53790,1
USER_2,2025-07-02 00:46:00,Buy Goods,8,-0.09,1002.85,(714)277-5911x9152,0
USER_4,2025-07-02 00:48:00,Pay Bill,0,0.0,1002.48,9278109827,1
USER_9,2025-07-02 00:50:00,Pay Bill,0,0.0,997.86,719.525.0419,1
USER_2,2025-07-02 00:52:00,Deposit,42,0.08,1002.93,693-974-7017,0
USER_1,2025-07-02 00:54:00,Buy Goods,72,1.08,999.91,+1-605-295-6788,0
USER_3,2025-07-02 00:54:00,Buy Goods,10,0.17,1011.76,281-682-4753,1
USER_3,2025-07-02 00:54:00,Pay Bill,0,-0.0,1011.59,378.943.9804x178,0
USER_2,2025-07-02 00:56:00,Pay Bill,7,-0.05,1002.88,001-815-513-9677x512,0
USER_3,2025-07-02 00:56:00,Withdraw,0,0.0,1011.76,+1-528-708-9676x0575,1
USER_7,2025-07-02 01:00:00,Pay Bill,5,-0.1,996.59,001-888-222-8538x505,0
USER_5,2025-07-02 01:04:00,Buy Goods,0,-0.0,999.5,+1-448-524-7802x27447,0
USER_6,2025-07-02 01:04:00,Send Money,0,-0.0,1006.32,+1-321-412-6976x479,1
USER_4,2025-07-02 01:14:00,Buy Goods,0,-0.0,1002.48,+1-706-265-3061x4726,0
USER_3,2025-07-02 01:14:00,Pay Bill,10,-0.08,1011.68,001-319-922-6010,0
USER_1,2025-07-02 01:16:00,Withdraw,0,-0.0,999.91,(632)292-4297,1
USER_3,2025-07-02 01:16:00,Send Money,0,0.0,1011.68,9379274951,0
USER_4,2025-07-02 01:20:00,Buy Goods,4,-0.02,1002.46,754-931-9367x320,0
USER_1,2025-07-02 01:20:00,Send Money,0,0.0,999.91,001-764-336-8095x091,1
USER_2,2025-07-02 01:22:00,Pay Bill,5,-0.03,1002.85,001-817-383-0328x80538,0
USER_2,2025-07-02 01:24:00,Buy Goods,0,0.0,1002.85,(452)506-4716x291,0
USER_7,2025-07-02 01:24:00,Deposit,2,0.03,996.62,620.911.5421x26840,0
USER_3,2025-07-02 01:32:00,Withdraw,1,-0.01,1011.67,(717)487-3355x02487,1
USER_5,2025-07-02 01:36:00,Send Money,0,0.0,999.5,9782167971,0
USER_3,2025-07-02 01:36:00,Buy Goods,3,0.0,1011.67,856-495-4702x3551,0
USER_10,2025-07-02 01:36:00,Buy Goods,0,0.0,999.17,+1-550-453-3962x46204,1
USER_2,2025-07-02 01:42:00,Buy Goods,3,-0.02,1002.83,563-652-5909,1
USER_3,2025-07-02 01:44:00,Buy Goods,18,0.09,1011.76,(739)792-7629,1
USER_4,2025-07-02 01:46:00,Withdraw,0,0.0,1002.46,001-691-526-7900x5764,0
USER_4,2025-07-02 01:46:00,Pay Bill,0,0.0,1002.46,001-307-898-0911x920,1
USER_9,2025-07-02 01:46:00,Pay Bill,0,0.0,997.86,+1-384-274-0337x6976,0
USER_6,2025-07-02 01:48:00,Send Money,8,0.1,1006.42,949.809.2096x99876,0
USER_7,2025-07-02 01:50:00,Withdraw,28,0.09,996.71,360.936.6457,1
USER_4,2025-07-02 01:54:00,Send Money,25,0.15,1002.61,(347)393-9155,1
USER_5,2025-07-02 01:54:00,Deposit,1,-0.01,999.49,428.326.8874,0
USER_1,2025-07-02 01:56:00,Pay Bill,10,-0.04,999.87,(349)772-4147x083,1
USER_9,2025-07-02 01:56:00,Pay Bill,86,0.44,998.3,780.382.5214x68218,0
USER_3,2025-07-02 01:56:00,Deposit,0,-0.0,1011.76,+1-388-722-5412x7630,1
USER_9,2025-07-02 02:00:00,Withdraw,2,-0.02,998.28,633.824.0014x6853,1
USER_10,2025-07-02 02:00:00,Send Money,0,0.0,999.17,788-208-5460x75879,1
USER_9,2025-07-02 02:00:00,Buy Goods,0,0.0,998.28,+1-404-901-3263x54617,1
USER_5,2025-07-02 02:02:00,Send Money,2,-0.03,999.46,001-759-798-9815,0
USER_9,2025-07-02 02:10:00,Buy Goods,1,0.0,998.28,221.795.0885,1
USER_9,2025-07-02 02:16:00,Pay Bill,5,0.08,998.36,767-815-3923x25218,1
USER_6,2025-07-02 02:22:00,Buy Goods,1,0.0,1006.42,956.522.2604x1961,0
USER_8,2025-07-02 02:24:00,Withdraw,2,0.02,992.21,001-693-902-0133,1
USER_10,2025-07-02 02:26:00,Deposit,0,-0.0,999.17,001-701-559-5620x227,0
USER_10,2025-07-02 02:26:00,Withdraw,0,0.0,999.17,+1-647-412-8293,1
USER_6,2025-07-02 02:30:00,Send Money,0,-0.0,1006.42,646-303-2126x59970,0
USER_8,2025-07-02 02:32:00,Withdraw,15,-0.03,992.18,695.278.0810x61328,1
USER_5,2025-07-02 02:36:00,Send Money,0,0.0,999.46,230.366.5643x32562,0
USER_10,2025-07-02 02:38:00,Withdraw,12,-0.09,999.08,522.288.6940,1
USER_10,2025-07-02 02:38:00,Send Money,2,0.0,999.17,678-596-9641x9437,1
USER_9,2025-07-02 02:38:00,Send Money,0,0.0,998.36,803-837-9617x8645,0
USER_1,2025-07-02 02:40:00,Buy Goods,1,-0.01,999.86,381.401.9920,0
USER_8,2025-07-02 02:40:00,Send Money,0,0.0,992.18,512.206.4503x347,0
USER_2,2025-07-02 02:44:00,Pay Bill,12,0.08,1002.91,+1-213-511-1205x1333,1
USER_1,2025-07-02 02:44:00,Buy Goods,116,-0.23,999.63,(816)988-1446x844,0
USER_8,2025-07-02 02:44:00,Pay Bill,3,-0.02,992.16,543-290-6752x735,1
USER_4,2025-07-02 02:48:00,Pay Bill,0,-0.0,1002.61,(821)641-2728x19837,1
USER_8,2025-07-02 02:48:00,Deposit,0,-0.0,992.16,001-570-531-8746x9354,1
USER_9,2025-07-02 02:48:00,Pay Bill,0,-0.0,998.36,(421)563-0831,1
USER_9,2025-07-02 02:48:00,Send Money,7,-0.08,998.28,001-266-727-3162x974,0
USER_3,2025-07-02 02:48:00,Deposit,0,-0.0,1011.76,(586)340-2207x822,1
USER_4,2025-07-02 02:50:00,Withdraw,4,0.01,1002.62,559-661-9682x129,0
USER_9,2025-07-02 02:52:00,Deposit,0,0.0,998.28,243.386.0866x832,1
USER_3,2025-07-02 02:52:00,Withdraw,0,0.0,1011.76,+1-661-667-0754x4615,1
USER_10,2025-07-02 03:04:00,Buy Goods,0,-0.0,999.08,273-345-9659,1
USER_6,2025-07-02 03:06:00,Send Money,1,0.01,1006.43,+1-647-372-6269x86503,1
USER_4,2025-07-02 03:06:00,Deposit,6,-0.05,1002.57,(825)734-5829,0
USER_3,2025-07-02 03:06:00,Buy Goods,0,-0.0,1011.76,+1-384-299-0439x7021,1
USER_7,2025-07-02 03:08:00,Deposit,0,-0.0,996.71,(587)291-6634x76985,0
USER_8,2025-07-02 03:08:00,Withdraw,7,-0.13,992.03,(938)338-9635,0
USER_6,2025-07-02 03:10:00,Deposit,0,-0.0,1006.43,574.273.5870x348,1
USER_1,2025-07-02 03:12:00,Buy Goods,0,-0.0,999.63,+1-355-521-2237,1
USER_10,2025-07-02 03:12:00,Deposit,1,0.0,999.08,638.661.3036x3311,1
USER_7,2025-07-02 03:16:00,Buy Goods,11,-0.05,996.66,548.383.9933x8587,0
USER_1,2025-07-02 03:20:00,Withdraw,1,-0.01,999.62,436.541.6855,0
USER_8,2025-07-02 03:22:00,Buy Goods,2,-0.01,992.02,+1-538-714-7075x40184,1
USER_6,2025-07-02 03:24:00,Pay Bill,1,0.01,1006.44,001-874-980-3898x05468,0
USER_2,2025-07-02 03:24:00,Buy Goods,2,-0.0,1002.91,+1-993-281-8218x5016,1
USER_6,2025-07-02 03:28:00,Buy Goods,0,-0.0,1006.44,5768233273,0
USER_5,2025-07-02 03:28:00,Pay Bill,3,0.01,999.47,001-722-849-2758,1
USER_5,2025-07-02 03:28:00,Buy Goods,11,0.03,999.5,001-597-953-1044,1
USER_2,2025-07-02 03:30:00,Buy Goods,0,-0.0,1002.91,267.591.2590x855,1
USER_3,2025-07-02 03:32:00,Send Money,0,-0.0,1011.76,+1-874-315-7952x412,0
USER_8,2025-07-02 03:34:00,Send Money,1,-0.02,992.0,(674)438-0086x38144,1
USER_5,2025-07-02 03:34:00,Withdraw,0,-0.0,999.5,+1-770-738-6069,1
USER_10,2025-07-02 03:40:00,Buy Goods,17,-0.21,998.87,001-719-651-4195x045,1
USER_7,2025-07-02 03:40:00,Deposit,0,0.0,996.66,001-922-285-8956,0
USER_5,2025-07-02 03:40:00,Buy Goods,20,0.08,999.58,001-795-862-3401x03893,1
USER_4,2025-07-02 03:40:00,Buy Goods,24,0.06,1002.63,490-532-2056,0
USER_1,2025-07-02 03:42:00,Deposit,0,0.0,999.62,387-589-5711x444,1
USER_4,2025-07-02 03:44:00,Buy Goods,0,0.0,1002.63,9558195061,0
USER_10,2025-07-02 03:48:00,Deposit,0,0.0,998.87,9969241398,0
USER_1,2025-07-02 03:54:00,Pay Bill,5,-0.04,999.58,447-603-6380x052,0
USER_8,2025-07-02 03:58:00,Buy Goods,4,0.03,992.03,+1-713-934-8176x7701,1
USER_8,2025-07-02 03:58:00,Pay Bill,1,-0.01,992.02,(729)847-5052,0
USER_8,2025-07-02 03:58:00,Withdraw,0,-0.0,992.02,(371)299-9523,0
USER_10,2025-07-02 04:08:00,Buy Goods,0,0.0,998.87,745.914.9371,0
USER_5,2025-07-02 04:16:00,Withdraw,22,-0.2,999.38,+1-387-606-1017x16104,0
USER_10,2025-07-02 04:16:00,Send Money,0,-0.0,998.87,604.206.4225x3683,1
USER_10,2025-07-02 04:16:00,Send Money,0,0.0,998.87,+1-970-359-8089x0506,1
USER_6,2025-07-02 04:18:00,Buy Goods,0,-0.0,1006.44,+1-339-578-4494x5015,0
USER_9,2025-07-02 04:22:00,Pay Bill,3,0.02,998.3,+1-886-568-6243x4394,1
USER_7,2025-07-02 04:24:00,Withdraw,16,-0.01,996.65,001-759-998-5795x1363,0
USER_3,2025-07-02 04:26:00,Pay Bill,3,-0.01,1011.75,2805118801,0
USER_9,2025-07-02 04:30:00,Deposit,2,0.01,998.31,761.831.3576,1
USER_8,2025-07-02 04:30:00,Buy Goods,1,0.02,992.04,+1-920-341-4666x6060,1
USER_1,2025-07-02 04:36:00,Send Money,38,0.05,999.63,(674)805-1292,0
USER_10,2025-07-02 04:38:00,Send Money,6,0.01,998.88,001-860-649-4186x047,1
USER_9,2025-07-02 04:40:00,Send Money,15,-0.11,998.2,6234795140,1
USER_10,2025-07-02 04:46:00,Pay Bill,3,0.02,998.9,8469003406,0
USER_8,2025-07-02 04:48:00,Withdraw,0,0.0,992.04,001-282-717-5442x9975,1
USER_4,2025-07-02 04:50:00,Send Money,11,-0.13,1002.5,(763)912-9697x509,0
USER_5,2025-07-02 04:50:00,Buy Goods,0,0.0,999.38,001-250-776-1786x42491,1
USER_4,2025-07-02 04:50:00,Buy Goods,0,-0.0,1002.5,(321)411-0804,1
USER_9,2025-07-02 04:52:00,Withdraw,0,-0.0,998.2,801-994-5427x9585,1
USER_4,2025-07-02 04:56:00,Send Money,0,-0.0,1002.5,(804)608-6900,1
USER_2,2025-07-02 05:00:00,Pay Bill,0,-0.0,1002.91,(200)306-0017x680,0
USER_1,2025-07-02 05:00:00,Pay Bill,0,-0.0,999.63,+1-989-640-2145x01378,0
USER_8,2025-07-02 05:02:00,Withdraw,15,0.36,992.4,539.609.1004x9385,1
USER_3,2025-07-02 05:06:00,Buy Goods,0,-0.0,1011.75,001-860-969-3671x71919,0
USER_5,2025-07-02 05:10:00,Deposit,0,-0.0,999.38,549.796.5786,1
USER_7,2025-07-02 05:12:00,Withdraw,0,-0.0,996.65,648-605-4628x845,0
USER_7,2025-07-02 05:14:00,Buy Goods,5,0.02,996.67,001-858-645-8541x2656,0
USER_5,2025-07-02 05:16:00,Send Money,7,0.16,999.54,207-655-1632,0
USER_6,2025-07-02 05:22:00,Send Money,2,-0.01,1006.43,001-782-611-1581x470,1
USER_3,2025-07-02 05:22:00,Buy Goods,14,0.12,1011.87,266-850-5153,0
USER_1,2025-07-02 05:24:00,Deposit,11,-0.13,999.5,+1-412-389-0817x0606,0
USER_3,2025-07-02 05:26:00,Send Money,1,0.01,1011.88,+1-658-320-4768x233,0
USER_3,2025-07-02 05:28:00,Withdraw,1,-0.01,1011.87,692.803.0620,1
USER_8,2025-07-02 05:30:00,Deposit,0,-0.0,992.4,866.596.1605x54887,1
USER_4,2025-07-02 05:32:00,Buy Goods,0,0.0,1002.5,+1-479-962-3344,0
USER_2,2025-07-02 05:32:00,Send Money,0,0.0,1002.91,321.921.0985x30890,0
USER_5,2025-07-02 05:34:00,Buy Goods,0,0.0,999.54,813-600-3691x06709,0
USER_5,2025-07-02 05:34:00,Deposit,0,-0.0,999.54,+1-673-487-6708x88438,0
USER_5,2025-07-02 05:34:00,Buy Goods,1,0.0,999.54,599.540.8412x0754,0
USER_1,2025-07-02 05:36:00,Send Money,652,4.57,1004.07,636.449.3104,0
USER_2,2025-07-02 05:36:00,Withdraw,0,0.0,1002.91,(261)883-2385,0
USER_6,2025-07-02 05:38:00,Send Money,0,-0.0,1006.43,568-811-3058,1
USER_7,2025-07-02 05:40:00,Withdraw,0,-0.0,996.67,+1-398-813-6386x2544,0
USER_5,2025-07-02 05:40:00,Deposit,1,0.01,999.55,(208)524-2129x77079,0
USER_3,2025-07-02 05:40:00,Withdraw,1,-0.01,1011.86,+1-363-553-2936,0
USER_6,2025-07-02 05:42:00,Deposit,13,-0.01,1006.42,309-956-6840,0
USER_5,2025-07-02 05:44:00,Withdraw,0,0.0,999.55,705.230.3498,1
USER_9,2025-07-02 05:46:00,Buy Goods,0,0.0,998.2,6147554733,0
USER_7,2025-07-02 05:46:00,Send Money,1,-0.01,996.66,001-472-783-4162x6063,1
USER_8,2025-07-02 05:52:00,Buy Goods,0,0.0,992.4,358.464.7589,0
USER_7,2025-07-02 05:52:00,Send Money,0,-0.0,996.66,249.660.2585,1
USER_5,2025-07-02 05:56:00,Withdraw,3,0.0,999.55,378.717.8359,1
USER_9,2025-07-02 06:00:00,Send Money,0,-0.0,998.2,(393)628-0417,0
USER_3,2025-07-02 06:02:00,Withdraw,1,-0.01,1011.85,473.874.5340,0
USER_2,2025-07-02 06:04:00,Buy Goods,2,0.0,1002.91,221.315.6714x379,0
USER_1,2025-07-02 06:08:00,Send Money,2,-0.04,1004.03,+1-697-897-2326x463,1
USER_8,2025-07-02 06:08:00,Pay Bill,6,-0.14,992.26,832-485-2705x6334,0
USER_1,2025-07-02 06:10:00,Buy Goods,4,-0.08,1003.95,(872)322-3883x0284,1
USER_5,2025-07-02 06:10:00,Withdraw,4,0.04,999.59,6087110664,0
USER_3,2025-07-02 06:12:00,Withdraw,7,-0.01,1011.84,473.363.3139x771,0
USER_1,2025-07-02 06:18:00,Withdraw,0,0.0,1003.95,7002848103,0
USER_5,2025-07-02 06:18:00,Buy Goods,88,-0.92,998.67,327-909-8919,1
USER_10,2025-07-02 06:20:00,Deposit,118,0.59,999.49,+1-496-691-6478x44888,0
USER_4,2025-07-02 06:22:00,Send Money,0,-0.0,1002.5,683-856-8739,0
USER_5,2025-07-02 06:26:00,Pay Bill,0,0.0,998.67,(963)410-9485,1
USER_3,2025-07-02 06:28:00,Withdraw,0,0.0,1011.84,251-765-3318x11901,0
USER_1,2025-07-02 06:30:00,Pay Bill,0,-0.0,1003.95,3098404474,0
USER_7,2025-07-02 06:30:00,Pay Bill,0,-0.0,996.66,001-225-627-3209x510,0
USER_8,2025-07-02 06:30:00,Pay Bill,0,0.0,992.26,+1-249-315-7581x75325,1
USER_10,2025-07-02 06:34:00,Buy Goods,0,-0.0,999.49,+1-307-315-1046x1270,1
USER_7,2025-07-02 06:34:00,Withdraw,0,-0.0,996.66,+1-540-550-9037,1
